link,question,related_links
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13138&row_limit=1,"Trường hợp băng tải hàng hóa, đường ống và tuy nen cấp, thoát nước sinh hoạt, phục vụ nông nghiệp và công trình thủy điện xây dựng vượt qua đường bộ phải đảm bảo các quy định như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001915', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001919', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001921', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001963']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10413&row_limit=1,Mẫu Đơn đề nghị cấp giấy phép xây dựng cho công trình nhà ở riêng lẻ tôi lấy làm theo hướng dẫn ở đâu?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004687']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10428&row_limit=1,Mẫu giấy phép xây dựng theo giai đoạn của công trình không theo tuyến quy định ở Thông tư nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10431&row_limit=1,Mẫu giấy phép xây dựng cấp cho nhà ở riêng lẻ quy định ở Thông tư nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004687']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10441&row_limit=1,Đề nghị Bộ Xây dựng hướng dẫn tôi thành phần hồ sơ đề nghị cấp giấy phép xây dựng đối với trường hợp xây dựng mới công trình tín ngưỡng bao gồm những tài liệu gì?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10342&row_limit=1,"Đối với công trình, nhà ở riêng lẻ thuộc khu vực đã có quy hoạch phân khu xây dựng được cơ quan nhà nước có thẩm quyền phê duyệt và có kế hoạch sử dụng đất hàng năm của cấp huyện thì chủ đầu tư có được cấp giấy phép xây dựng có thời hạn để sửa chữa, cải tạo không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002494']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10363&row_limit=1,Thời gian cấp giấy phép xây dựng nhà ở riêng lẻ tại đô thị là bao lâu?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004687']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10383&row_limit=1,Các loại giấy tờ hợp pháp về đất đai để cấp giấy phép xây dựng là những loại nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002498', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10386&row_limit=1,"Giấy chứng nhận quyền sử dụng đất được cấp theo quy định của Luật sửa đổi, bổ sung một số điều của Luật Đất đai năm 2001 có được coi là giấy tờ hợp pháp về đất đai để cấp giấy phép xây dựng không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002498', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10388&row_limit=1,"Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất được cấp theo quy định của Luật Đất đai năm 2013 có được coi là giấy tờ hợp pháp về đất đai để cấp giấy phép xây dựng không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002498', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=10398&row_limit=1,"Giấy chứng nhận quyền sở hữu nhà ở, Giấy chứng nhận quyền sở hữu công trình xây dựng đã được cấp theo quy định tại Điều 31, Điều 32 Nghị định số 43/2014/NĐ-CP ngày 15 tháng 5 năm 2014 của Chính phủ quy định chi tiết thi hành một số điều của Luật Đất đai có được coi là giấy tờ hợp pháp về đất đai để cấp giấy phép xây dựng không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003655']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16359&row_limit=1,Quy trình thủ tục thu hồi giấy phép hoạt động cung ứng dịch vụ trung gian thanh toán được thực hiện như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003360']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16360&row_limit=1,Các trường hợp nào được cấp lại Giấy phép hoạt động cung ứng dịch vụ trung gian thanh toán?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002031']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13988&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp Văn bản chấp thuận cho thương nhân tham gia thí điểm tự chứng nhận xuất xứ hàng hóa trong ASEAN như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000665']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13990&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O không ưu đãi mẫu Thổ Nhĩ Kỳ như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003400']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13995&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu A như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000490', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000533']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14001&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu X như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000260']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14002&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu S như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000676']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14005&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu AJ như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000432']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14883&row_limit=1,Tôi muốn gửi Hồ sơ đăng ký Kiểm dịch nhập khẩu động vật trên cạn vào Việt Nam thì gửi qua hình thức nào để tới được Cục Thú y?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003264']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15776&row_limit=1,Thành phần hồ sơ đăng ký xác nhận nội dung quảng cáo thực phẩm bao gồm những gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15777&row_limit=1,Các thành phần hồ sơ đăng ký xác nhận nội dung quảng cáo thực phẩm có cần phải đóng dấu của công ty không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13717&row_limit=1,"Các cách thức thực hiện nộp hồ sơ đăng ký sửa đổi, bổ sung nội dung chương trình khuyến mại?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000041']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13991&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O không ưu đãi mẫu Peru như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003477']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13999&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu VC như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000664']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14004&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu AI như thế nào",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000303']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14007&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu E như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000695']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14872&row_limit=1,Thời gian cấp giấy chứng nhận kiểm dịch cho lô hàng sản phẩm thủy sản nhập khẩu kể từ khi bắt đầu kiểm dịch được quy định như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001568']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14876&row_limit=1,"Khi có nhu cầu đăng ký kiểm dịch động vật, sản phẩm động vật trên cạn xuất khẩu thì doanh nghiệp đăng ký với cơ quan nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003264']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16358&row_limit=1,Khi nào tổ chức cung ứng dịch vụ trung gian thanh toán bị thu hồi giấy phép?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003360']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15765&row_limit=1,Xin cho biết khái niệm “An toàn thực phẩm” và trách nhiệm bảo đảm an toàn thực phẩm được quy định như thế nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000014', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000089', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001208', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001411', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001422']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16078&row_limit=1,"Sau khi doanh nghiệp/tổ chức tín dụng nộp hồ sơ tự nguyện chấm dứt hoạt động kinh doanh mua, bán vàng miếng, tối đa thời gian nhận được Quyết định chấm dứt hoạt động kinh doanh mua, bán vàng miếng là bao lâu?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000155']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15778&row_limit=1,Bản ghi nội dung quảng cáo thực phẩm trong đĩa hình hoặc file video clip trên hệ thống được định dạng bằng đuôi gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15779&row_limit=1,Khi nộp hồ sơ trên hệ thống xacnhanquangcao.vfa.gov.vn có cần phải ký số trên mỗi hồ sơ không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15780&row_limit=1,Có bắt buộc phải thêm cụm từ: “Thực phẩm này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh” không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13994&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu B như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000450']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14000&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu VJ như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000686']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16073&row_limit=1,"Điều kiện cấp Giấy phép kinh doanh mua, bán vàng miếng đối với doanh nghiệp?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000155']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13987&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp Giấy chứng nhận hàng hóa không thay đổi xuất xứ (CNM) như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001274']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14866&row_limit=1,"Thành phần hồ sơ khai báo kiểm dịch nhập khẩu động vật, sản phẩm động vật thủy sản để tiêu thụ trong nước bao gồm những loại giấy tờ gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003767']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14877&row_limit=1,"Đề nghị quý cơ quan cho biết hồ sơ đăng ký kiểm dịch nhập khẩu động vật, sản phẩm động vật trên cạn?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003264']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14882&row_limit=1,"Đề nghị cho biết thời hạn giá trị sử dụng của giấy chứng nhận kiểm dịch động vật, sản phẩm động vật nhập khẩu; tạm nhập tái xuất, KNQ, quá cảnh lãnh thổ Việt Nam.","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002391', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003113']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15755&row_limit=1,Các Trang web cung cấp Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000089', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001411', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001422', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001872', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13718&row_limit=1,"Căn cứ theo quy định tại Khoản 2 Điều 88 Luật Thương mại và điểm a khoản 1 Điều 2 Nghị định số 81/2018/NĐ-CP, trường hợp Công ty thực hiện khuyến mại cho người tiêu dùng thông qua đại lý (thương nhân phân phối) thì Công ty có trách nhiệm thực hiện các thủ tục hành chính thông báo/đăng ký thực hiện khuyến mại với cơ quan quản lý nhà nước có thẩm quyền. Vậy đối với thương nhân nhận hàng khuyến mại từ các nhà cung cấp rồi khuyến mại lại cho các khách hàng như trên thì có phải thực hiện thủ tục hành chính không?Thời gian thực hiện khuyến mại cho khách hàng có phải thực hiện đúng với thời gian thực hiện chương trình khuyến mại đã thông báo của nhà cung cấp không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000004', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000033', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000138']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13989&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O không ưu đãi mẫu Venezuela như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002960']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13992&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O không ưu đãi mẫu ICO như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000398']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13993&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O không ưu đãi mẫu DA59 đi Nam Phi như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000430']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13722&row_limit=1,"Theo quy định tại khoản 1 Điều 17 Nghị định số 81/2018/NĐ-CP, trước khi thực hiện khuyến mại, doanh nghiệp phải thực hiện thủ tục hành chính thông báo hoạt động khuyến mại đến tất cả các Sở Công Thương nơi tổ chức hoạt động khuyến mại. Vậy trường hợp doanh nghiệp gửi hồ sơ thông báo qua đường bưu điện thì căn cứ để tính thời điểm nhận hồ sơ là thời điểm nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000033']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14006&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu AK như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000603']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16357&row_limit=1,Điều kiện cung ứng dịch vụ trung gian thanh toán được quy định như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000756']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16074&row_limit=1,"Thời gian NHNN xem xét cấp Giấy phép kinh doanh mua, bán vàng miếng cho doanh nghiệp là bao lâu?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000155']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14003&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu AANZ như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000694']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15775&row_limit=1,Thủ tục cấp Giấy đăng ký xác nhận nội dung quảng cáo thực phẩm được thực hiện theo Nghị định/ Thông tư nào,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15781&row_limit=1,Thời gian giải quyết thủ tục hành chính đối với 01 bộ hồ sơ quảng cáo thực phẩm?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001017', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003108']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16074&row_limit=1,"Thời gian NHNN xem xét cấp Giấy phép kinh doanh mua, bán vàng miếng cho doanh nghiệp là bao lâu?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000155']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16080&row_limit=1,"Hồ sơ đề nghị thay đổi nội dung về thông tin doanh nghiệp trên Giấy phép kinh doanh mua, bán vàng miếng gồm những gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000155']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16357&row_limit=1,Điều kiện cung ứng dịch vụ trung gian thanh toán được quy định như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000756']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13720&row_limit=1,Các hình thức khuyến mại phải thực hiện thông báo hoạt động khuyến mại?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000033']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13723&row_limit=1,"Theo quy định tại khoản 3 Điều 17 Nghị định số 81/2018/NĐ-CP, doanh nghiệp có thể tiến hành thông báo hoạt động khuyến mại thông qua hình thức gửi tới địa chỉ thư điện tử của Sở Công Thương. Vậy doanh nghiệp có thể gửi bản scan thông báo hoạt động khuyến mại từ email Công ty tới địa chỉ thư điện tử được công bố trên website của các Sở Công Thương được không?Sau khi thực hiện thông báo, doanh nghiệp có cần phải xin văn bản xác nhận đã nhận thông báo của Sở Công Thương hay không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000033']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13996&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu A cho giày dép thuộc Chương 64 đi EU như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000533']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13997&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu EAV như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000382']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13996&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu A cho giày dép thuộc Chương 64 đi EU như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000533']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13723&row_limit=1,"Theo quy định tại khoản 3 Điều 17 Nghị định số 81/2018/NĐ-CP, doanh nghiệp có thể tiến hành thông báo hoạt động khuyến mại thông qua hình thức gửi tới địa chỉ thư điện tử của Sở Công Thương. Vậy doanh nghiệp có thể gửi bản scan thông báo hoạt động khuyến mại từ email Công ty tới địa chỉ thư điện tử được công bố trên website của các Sở Công Thương được không?Sau khi thực hiện thông báo, doanh nghiệp có cần phải xin văn bản xác nhận đã nhận thông báo của Sở Công Thương hay không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000033']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13997&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu EAV như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000382']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14008&row_limit=1,"Tôi muốn hỏi về quy trình, thủ tục cấp C/O mẫu D như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000665']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14878&row_limit=1,"Đề nghị quý cơ quan cho biết hồ sơ khai báo kiểm dịch nhập khẩu động vật, sản phẩm động vật trên cạn?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003113']
